local_id,vendor_url,vendor_variant,vendor_stock,vendor_price,vendor_shipping,reference,compare_url,compare_variant,compare_stock,compare_price,compare_shipping,profit_formula,selling_formula,reprice_store,reprice_sku,reprice_pause
1973229,http://www.walmart.com/ip/Mainstays-Sand-Dune-3-Piece-High-Outdoor-Bistro-Set-Seats-2/10779361,,1,129,0,,#1460705966622,,,0,0,,,,,0
1973244,http://www.walmart.com/ip/26-Roadmaster-Granite-Peak-Men-s-Bike/42248076,,1,0,0,,#14592184921919,,,0,0,,,,,0
1973247,http://www.amazon.com/Esinkin-Electric-Protects-Masterbuilt-Perfectly/dp/B0132JV90U,,1,9.95,0,,#14591973299784,,,0,0,,,,,0
1973293,http://www.wayfair.com/Upholstered-Headboard-THRE1904-THRE1904.html,,1,117.99,0,,#1459480604779,,,0,0,,,,,0
1973336,http://www.sears.com/sauder-home-plus-wardrobe-storage-cabinet/p-00828756000P,,1,152,1,,#14591979407993,,,0,0,,,,,0
1973340,http://www.amazon.com/Generic-7-Port-USB-Hub-Port/dp/B007S642BW,,1,3.65,0,,#14599331658230,,,0,0,,,,,0
1973343,http://www.walmart.com/ip/Sauder-HomePlus-23-Storage-Cabinet/20840644,,1,149,0,,#14608992313254,,,0,0,,,,,0
1973368,http://www.amazon.com/Reston-Lloyd-Corelle-Coordinates-Chickadees/dp/B008KISOXO,,1,8.69,0,,#14591985721103,,,0,0,,,,,0
1973406,http://www.amazon.com/South-Shore-Furniture-Collection-Chocolate/dp/B000CPI74O/ref=sr_1_1_m?s=home-garden&ie=UTF8&qid=1459198607&sr=1-1&keywords=South+Shore+Furniture+Step+One+Collection+Queen+Platform+Bed+brown,,1,129,0,,#14591990478753,,,0,0,,,,,0
1973407,http://www.walmart.com/ip/Summit-Mountain-Coffee-Table-Rustic-Oak/15539794,,1,136.49,0,,#14609416001681,,,0,0,,,,,0
1973411,http://www.walmart.com/ip/SentrySafe-Model-1170-Fire-Safe-Security-File-Black/6340081,,1,39.85,4.97,,#14599929065124,,,0,0,,,,,0
1973419,http://www.walmart.com/ip/47410725,,1,196,0,,#14606823216223,,,0,0,,,,,0
1973465,http://www.walmart.com/ip/Oakwood-Microfiber-Recliner-Multiple-Colors/15579176?action=product_interest&action_type=title&item_id=15579176&placement_id=irs-106-t1&strategy=PWVUB&visitor_id&category=&client_guid=917acac1-23d5-4870-8ab9-572102b37feb&customer,,1,169,0,,#145919956889,,,0,0,,,,,0
1973542,http://www.walmart.com/ip/15579179,,1,169,0,,#14595329772062,,,0,0,,,,,0
1973809,https://www.vminnovations.com/Product_16542/Intex-Pull-Out-Sofa-Mattress-Sleeper-Queen-68566EP-.html,,1,50.99,0,,#14592006019139,,,0,0,,,,,0
1973817,http://www.amazon.com/Handle-Rambler-Tumbler-only-Tumbler-included/dp/B018C5DAOM,,1,14.95,0,,#14592008048211,,,0,0,,,,,0
1973844,,http://www.walmart.com/ip/Sauder-Parklane-Twin-Platform-Bed-with-Headboard-Cinnamon-Cherry/23735992,0,0,0,,#14592011381368,,,0,0,,,,,0
1973877,"	http://www.walmart.com/ip/40574079",,1,52.01,0,,#14592013165407,,,0,0,,,,,0
1974002,http://www.costco.com/VelocityVault-by-Cannon-Handgun-Safe-.product.100140526.html,,1,99.99,2.99,,#14592020771216,,,0,0,,,,,0
1974007,http://www.amazon.com/Optimum-Nutrition-Creatine-Powder-Unflavored/dp/B002DYIZEO/ref=pd_bxgy_121_img_2?ie=UTF8&refRID=0FNHXPANGSK82JYBA536,,1,14.43,0,,#1459202136339,,,0,0,,,,,0
1974019,http://www.walmart.com/ip/Primo-601087-Primo-Water-Dispenser-Hot-Cool-Cold-Black/25464844?action=product_interest&action_type=title&item_id=25464844&placement_id=irs-106-t1&strategy=PWVUB&visitor_id&category=&client_guid=b695707b-b57b-4f5b-bed0-0f21d707cf,,1,129.97,0,,#14592021964171,,,0,0,,,,,0
1974025,http://www.amazon.com/First-Aid-Only-1000-FAE-0103-Compliance/dp/B01444NVDU,,1,83.18,0,,#14592022052495,,,0,0,,,,,0
1974100,http://www.amazon.com/Suncast-Patio-Storage-Box-Gallon/dp/B000TM8K74,,1,68,0,,#145920246211,,,0,0,,,,,0
1974108,http://www.ebay.com/itm/Queen-Size-Platform-Bed-Frame-Modern-Bedroom-Furniture-Brown-Wood-Foundation-NEW-/301853016138,,1,160.68,0,,#14592026951066,,,0,0,,,,,0
1974111,http://www.walmart.com/ip/4408441,,1,129,0,,#14609012932108,,,0,0,,,,,0
1974115,http://www.amazon.com/Golds-Gym-XRS20-Weight-Bench/dp/B00R9SXCZG,,1,240.33,37.64,,#14592029054016,,,0,0,,,,,0
1974142,"http://www.amazon.com/Nyko-Data-Bank-PlayStation-4/dp/B00UA55ZRI  ",,1,32.49,0,,#14592031399020,,,0,0,,,,,0
1974207,http://www.amazon.com/Vertical-Charging-Playstation-Controllers-DualShock-4/dp/B00VE2VASY,,1,16.99,0,,#14592033717061,,,0,0,,,,,0
1974240,http://www.amazon.com/Optimum-Nutrition-Serious-Chocolate-Pound/dp/B000GIPJ0M/ref=sr_1_1_a_it?ie=UTF8&qid=1459203555&sr=8-1&keywords=Optimum+Nutrition+Serious+Mass+Weight+Gainer+Protein+Carb+Powder+Drink%2C+12lb,,1,47.98,0,,#14592040023632,,,0,0,,,,,0
1974332,http://www.amazon.com/LINENSPA-All-Season-Alternative-Quilted-Comforter/dp/B00VGR534O?ie=UTF8&keywords=White%20Goose%20Down%20Alternative%20Comforter%20Luxury%20King%20Size%20Hotel%20Blanket%20Soft%20Fluff&qid=1459203983&ref_=sr_1_fkmr3_2&sr=8-2-fkmr3,,1,49.99,0,,#1459204132273,,,0,0,,,,,0
1974333,http://www.amazon.com/SATIN-SMOOTH-Student-Wax-Kit/dp/B003AGK628?SubscriptionId=AKIAJZ5RM3DQXSWELRIQ&tag=affiliate-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B003AGK628,,1,64.94,0,,#1459204150769,,,0,0,,,,,0
1974340,http://www.amazon.com/SINGER-4423-Extra-High-Sewing-Machine/dp/B003VWXZQ0?SubscriptionId=AKIAJZ5RM3DQXSWELRIQ&tag=affiliate-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B003VWXZQ0,,1,128,13.49,,#14592043771094,,,0,0,,,,,0
1974341,http://www.walmart.com/ip/Nostalgia-Electrics-48-Vintage-Collection-Popcorn-Cart-KPM200CART/29765881,,1,84.36,0,,#14604555825132,,,0,0,,,,,0
1974384,http://www.walmart.com/ip/Intex-Canopy-Island/40900288,,1,89.95,0,,#1459204701366,,,0,0,,,,,0
1974405,http://www.amazon.com/gp/product/B004TOXP3W/ref=ox_sc_mini_detail?ie=UTF8&psc=1&smid=,,1,20.45,0,,#14592048076043,,,0,0,,,,,0
1974406,http://www.walmart.com/ip/19765200,,1,109,0,,#14592048075621,,,0,0,,,,,0
1974409,http://www.amazon.com/gp/product/B004TOXP3W,,1,20.45,0,,#14592048624497,,,0,0,,,,,0
1974412,http://www.amazon.com/Step2-531700-MailMaster-StoreMore-Mailbox/dp/B0006ZJPJ6,,1,104.99,0,,#14592048638682,,,0,0,,,,,0
1974439,http://www.walmart.com/ip/47199251?wmlspartner=wlpa&adid=22222222227036464817&wl0=&wl1=g&wl2=c&wl3=80478348032&wl4=&wl5=pla&wl6=158295787712&veh=sem,,1,189.99,0,,#14606828027684,,,0,0,,,,,0
1974568,http://www.amazon.com/Sylvania-SKCR2713-Counter-Player-Bluetooth/dp/B00JDYMPYS,,1,39.99,0,,#14595492332352,,,0,0,,,,,0
1974574,http://www.walmart.com/ip/2-Room-Instant-Shower-Utility-Shelter-7-x-3.5-x-84-Grey/42391766,,1,96.48,0,,#14606868009220,,,0,0,,,,,0
1974575,http://www.walmart.com/ip/38423143,,1,269,0,,#14607777523950,,,0,0,,,,,0
1974588,http://www.walmart.com/ip/Igloo-Quick-and-Cool-Cooler-White-100-Quart-Cooler/14550421,,1,90.87,10.08,,#14593619303880,,,0,0,,,,,0
1975059,,http://www.amazon.com/gp/product/B015OU8W3M/,0,0,0,,#1459206903661,,,0,0,,,,,0
1975060,http://www.amazon.com/gp/product/B015OU8W3M,http://www.amazon.com/gp/product/B015OU8W3M/,0,19.99,0,,#14592069349790,,,0,0,,,,,0
1975066,http://www.walmart.com/ip/Flexible-Flyer-Fun-Time-Metal-Swing-Set/20919450,,1,167.29,0,,#14610424412147,,,0,0,,,,,0
1975074,,http://www.amazon.com/Astro-1442-Thread-Hand-Riveter/dp/B003TODXQW,0,0,0,,#14592076047825,,,0,0,,,,,0
1975080,http://www.amazon.com/Astro-1442-Thread-Hand-Riveter/dp/B003TODXQW,http://www.amazon.com/Astro-1442-Thread-Hand-Riveter/dp/B003TODXQW,0,65.11,0,,#14592076267543,,,0,0,,,,,0
1975187,http://www.walmart.com/ip/Intex-Sofa-Airbed-Dark-Gray/22899905,,1,56.6,0,,#14595654771747,,,0,0,,,,,0
1975188,http://www.walmart.com/ip/Zenith-9401W-23-inch-Spacesaver-in-White/38525661,,1,26.97,4.97,,#14597794046363,,,0,0,,,,,0
1975192,http://www.walmart.com/ip/39367359?u1=0_6_c26a4082-cd54-b23b-4fd7-a633dde5d5bb&oid=223073.1&wmlspartner=6jqApO3Y0QE&sourceid=07022253911505749822&affillinktype=10&veh=aff,,1,96.99,0,,#14592083558049,,,0,0,,,,,0
1975202,http://www.walmart.com/ip/4408441,Chocolate,1,129,0,,#14592084848729,,,0,0,,,,,0
1975314,http://www.amazon.com/exec/obidos/ASIN/B003VDX5D2,,1,37.99,0,,#14597789212136,,,0,0,,,,,0
1975316,http://www.walmart.com/ip/Medline-Industries-MDS6800BA-Bed-Assist-Rail-Each/21782273,,1,29.88,4.97,,#14592092879141,,,0,0,,,,,0
1975427,http://www.walmart.com/ip/37531908,,1,29.88,4.97,,#145920946417,,,0,0,,,,,0
1975428,http://www.walmart.com/ip/22138717?wmlspartner=wlpa&adid=22222222227016266316&wl0=&wl1=g&wl2=c&wl3=40471134632&wl4=&wl5=pla&wl6=60820355126&veh=sem,,1,129,0,,#14606827217320,,,0,0,,,,,0
1975438,http://www.amazon.com/iLive-HT050B-Channel-Theater-Speaker/dp/B0084ZYH4I,,1,36.35,0,,#14606624469087,,,0,0,,,,,0
1975439,http://www.amazon.com/exec/obidos/ASIN/B0002AYZUO,,1,99.16,0,,#1459209897455,,,0,0,,,,,0
1975446,http://www.walmart.com/ip/34174409,Queen,0,23.08,4.97,,#14592101066604,,,0,0,,,,,0
1975448,http://www.amazon.com/Aroma-Commercial-Cooked-Rice-Cooker/dp/B0002AYZUO?SubscriptionId=AKIAJZ5RM3DQXSWELRIQ&tag=affiliate-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0002AYZUO,,1,96.98,0,,#14592101672888,,,0,0,,,,,0
1975465,,http://www.amazon.com/Carrington-Farms-Organic-Virgin-Coconut/dp/B00CPZPYLS,0,0,0,,#14592102305440,,,0,0,,,,,0
1975491,http://www.amazon.com/gp/product/B00413E6Y8,http://www.amazon.com/Carrington-Farms-Organic-Virgin-Coconut/dp/B00CPZPYLS,0,56.99,0,,#14592102452929,,,0,0,,,,,0
1975493,http://www.amazon.com/Greenland-Home-Fashions-Bohemian-Quilt/dp/B00MXTUFYW?SubscriptionId=AKIAJZ5RM3DQXSWELRIQ&tag=affiliate-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00MXTUFYW,,1,144.31,0,,#14592103263636,,,0,0,,,,,0
1975500,http://www.walmart.com/ip/25187415,,0,0,4.97,,#14592105314997,,,0,0,,,,,0
1975503,http://www.amazon.com/Frenchi-Furniture-Black-Metal-Hooks/dp/B009JCVZ90,,1,27.49,0,,#14592107032661,,,0,0,,,,,0
1975508,http://www.walmart.com/ip/Matchbox-Mission-Marine-Rescue-Shark-Ship/36221922,,1,39.97,4.97,,#14592110406490,,,0,0,,,,,0
1975515,http://www.walmart.com/ip/Rubbermaid-Customizable-and-Configurable-3-to-6-Closet-Kit-Titanium/8195153?action=product_interest&action_type=title&item_id=8195153&placement_id=irs-2-m3&strategy=PWVUB&visitor_id&category=&client_guid=f38f2387-3310-4dd6-9db8-e,,1,79,0,,#14592111617521,,,0,0,,,,,0
1975531,http://www.toysrus.com/product/index.jsp?productId=3832739,,0,49.98,0,,#14592112148724,,,0,0,,,,,0
1975590,http://www.amazon.com/Terence-Thompson-2820-1B-2-by15-3-Storage/dp/B000I5GYKC/ref=sr_1_1?ie=UTF8&qid=1459211375&sr=8-1&keywords=j+terence+thompson+32,,1,43.38,0,,#14592115911513,,,0,0,,,,,0
1975593,http://www.amazon.com/gp/product/B00G7H783W/ref=ox_sc_act_title_1?ie=UTF8&psc=1&smid=ATVPDKIKX0DER,,1,45.73,0,,#14592115634127,,,0,0,,,,,0
1975594,http://www.amazon.com/Genuine-Leather-Handmade-Business-Shipping/dp/B00NWABS6U/ref=sr_1_12?m=A36NP4ZJT8IRJ9&s=merchant-items&ie=UTF8&qid=1459203062&sr=1-12,,1,44.99,0,,#14592116091848,,,0,0,,,,,0
1975597,http://www.walmart.com/ip/44786025,,1,69.03,0,,#14592117184132,,,0,0,,,,,0
1975598,http://www.walmart.com/ip/Intex-Queen-Dura-Beam-Airbed-with-Pump/33563031,,1,82.33,22.37,,#14606072506927,,,0,0,,,,,0
1975600,http://www.amazon.com/Terence-Thompson-2820-1B-2-by15-3-Storage/dp/B000I5GYKC/ref=sr_1_1?ie=UTF8&qid=1459211758&sr=8-1&keywords=B000I5GYKC,,1,43.38,0,,#14592118482282,,,0,0,,,,,0
1975661,http://www.amazon.com/Whelen-Engineering-Slim-Miser-Series-Light/dp/B0026A5AIE,,1,83.99,0,,#14592122473347,,,0,0,,,,,0
1975662,http://www.amazon.com/Songmics-Jewelry-Display-Organizer-UJDS301/dp/B00NKY63G8,,1,21.99,0,,#14592123905840,,,0,0,,,,,0
1975673,http://www.amazon.com/Kodiak-Cutting-Tools-F6-78KG-DBQ3-Micrograin/dp/B00D5TQ8GS/ref=pd_sim_sbs_328_2?ie=UTF8&dpID=51pZhW6GkaL&dpSrc=sims&preST=_AC_UL160_SR160%2C160_&refRID=1R0DQ4HK4YQWPDEDP1V4,,1,143.37,0,,#14592127438204,,,0,0,,,,,0
1975776,http://www.walmart.com/ip/15914793?u1=1_6_7b4e6bd1-9bba-e395-b2dd-87925df168da&oid=223073.1&wmlspartner=dlUPo6w0KBI&sourceid=18870941862497424438&affillinktype=10&veh=aff,Cherry,1,80,0,,#14592133355593,,,0,0,,,,,0
1975777,http://www.amazon.com/Brass-Single-Handle-Filler-Faucet/dp/B016T87R20?SubscriptionId=AKIAJZ5RM3DQXSWELRIQ&tag=affiliate-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B016T87R20,,1,68.8,0,,#14592134962238,,,0,0,,,,,0
1975836,http://www.walmart.com/ip/19765200?u1=1_6_7b4e6bd1-9bba-e395-b2dd-87925df168da&oid=223073.1&wmlspartner=dlUPo6w0KBI&sourceid=30042667140407702367&affillinktype=10&veh=aff,,1,109,0,,#14592141293619,,,0,0,,,,,0
1975838,http://www.walmart.com/ip/Serta-Rocker-Recliner/46933990,,1,269,0,,#14592141905580,,,0,0,,,,,0
1975843,http://www.amazon.com/Winware-Stainless-Steel-Chafer-Full/dp/B0018QJA8I?SubscriptionId=AKIAJZ5RM3DQXSWELRIQ&tag=affiliate-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0018QJA8I,,1,33.96,0,,#14592145349387,,,0,0,,,,,0
1975844,http://www.walmart.com/ip/47073820?wmlspartner=wlpa&adid=22222222227036679422&wl0=&wl1=g&wl2=c&wl3=81035051552&wl4=&wl5=pla&wl6=160316149472&veh=sem,,1,19.77,4.97,,#14592145948968,,,0,0,,,,,0
1975846,http://www.walmart.com/ip/3556748?u1=0_6_06b39197-d505-a5c0-a308-94cb1b8fb10d&oid=223073.1&wmlspartner=6jqApO3Y0QE&sourceid=19335495070877972129&affillinktype=10&veh=aff,,0,0,4.97,,#14592146462396,,,0,0,,,,,0
1975888,http://www.kmart.com/craftsman-nextec-12.0-volt-g2-hammerhead/p-00930261000P,,1,66.49,1,,#14592149751930,,,0,0,,,,,0
1975889,http://www.Walmart.com/ip/Bissell-ProHeat-Advanced-Carpet-Cleaner-25A3W/35702157,,0,0,0,,#14607755541350,,,0,0,,,,,0
1975891,http://www.walmart.com/ip/Better-Homes-and-Gardens-SpaceSaver-Oil-Rubbed-Bronze/15908011,,1,42,4.97,,#14592151269104,,,0,0,,,,,0
1975899,http://www.hayneedle.com/product/brinlytowbehindspikeaerator.cfm?ltype=child&tid=BRIL002-1,,1,79,0,,#14592155614979,,,0,0,,,,,0
1975986,http://www.homedepot.com/p/Ryobi-ONE-18-Volt-Power-Caulk-and-Adhesive-Gun-Tool-Only-P310G/205648767?cm_sp=BazVoice-_-QA_PQEP-_-205648767-_-x,,1,39.97,5.99,,#14592157375777,,,0,0,,,,,0
1975987,http://www.touchofclass.com/chefs-creation-canister-set-set-of-four/p/E803-001/,,1,79.99,13.95,,#14592157392746,,,0,0,,,,,0
1976001,http://www.amazon.com/Roundhill-Furniture-3-Piece-Counter-Breakfast/dp/B0073VC0ZC,,1,143.04,0,,#14609571328980,,,0,0,,,,,0
1976004,http://www.walmart.com/ip/38571271,,1,42.31,4.97,,#14592165472244,,,0,0,,,,,0
1976037,http://www.overstock.com/Home-Garden/WYNDENHALL-Stratford-Collection-Tall-TV-Stand/6702883/product.html,"Brown TV Stand",1,318.99,0,,#14592167308418,,,0,0,,,,,0
1976052,http://www.walmart.com/ip/15734260?wmlspartner=wlpa&adid=22222222227000657423&wl0=&wl1=g&wl2=c&wl3=40844517272&wl4=&wl5=pla&wl6=78657503552&veh=sem,,1,49.84,4.97,,#14602623263391,,,0,0,,,,,0
1976057,http://www.overstock.com/Sports-Toys/Kamprite-Oversize-Tent-cot-with-Rainfly/7456489/product.html,,1,172.88,0,,#14592172464750,,,0,0,,,,,0
1976069,http://www.amazon.com/iDevices-IGR0009P5-iGrill2-Bluetooth-Thermometer/dp/B00NC4KU42,,1,78.53,0,,#14592174164297,,,0,0,,,,,0
1976086,http://www.amazon.com/exec/obidos/ASIN/B001CXBWYW,,1,59.99,0,,#14592178593275,,,0,0,,,,,0
1976089,http://www.amazon.com/Furniture-America-Torena-Multi-Storage-Walnut/dp/B00HJOS2D2,,1,223.99,0,,#14592207641403,,,0,0,,,,,0
1976090,http://www.walmart.com/ip/Space-Winner-Metro-Storage-Cabinet/46521652,,1,79,0,,#14609659475975,,,0,0,,,,,0
1976091,http://www.walmart.com/ip/45914903,,1,154,0,,#14599537778933,,,0,0,,,,,0
1976101,http://www.walmart.com/ip/Ellipticals/17164429,,1,88.29,0,,#1460936455866,,,0,0,,,,,0
1976121,http://www.amazon.com/exec/obidos/ASIN/B003TODXQW,,1,67.91,0,,#14592184133832,,,0,0,,,,,0
1976135,http://www.amazon.com/Contour-Products-Backmax-Inflatable-System/dp/B00MTZN81W,,1,69.95,0,,#14592184362796,,,0,0,,,,,0
1976150,http://www.walmart.com/ip/SKLZ-Pro-Mini-Hoop-7-Adjustable-Basketball-System/14971886,,1,91.53,0,,#14610391451100,,,0,0,,,,,0
1976151,http://www.walmart.com/ip/Gold-s-Gym-Utility-Bench/11993394,,1,49,4.97,,#14607793068434,,,0,0,,,,,0
1976152,http://www.walmart.com/ip/26-Roadmaster-Granite-Peak-Men-s-Bike-Black-Green/45089317?action=product_interest&action_type=title&item_id=45089317&placement_id=irs-106-t1&strategy=PWVUB&visitor_id&category=&client_guid=96177d88-c346-4b8a-a3fc-3b40cf87ae9f&cu,,1,79.97,0,,#14592187567032,,,0,0,,,,,0
1976154,http://www.walmart.com/ip/44706813,,1,39.82,4.97,,#14592190328549,,,0,0,,,,,0
1976155,http://www.lowes.com/ProductDisplay?catalogId=10051&langId=-1&productId=3125697&partNumber=136739-13543-04637&storeId=10151&N=0&Ntt=,,1,19.98,5.99,,#14592190962517,,,0,0,,,,,0
1976156,http://www.walmart.com/ip/Casdon-574-Mini-Market-Toy-Till/30589840,,1,25.2,1.99,,#14592191864141,,,0,0,,,,,0
1976184,http://www.lowes.com/ProductDisplay?partNumber=511272-13543-70633&langId=-1&storeId=10151&productId=50054251&catalogId=10051&cmRelshp=rel&rel=nofollow&cId=PDIO1,,1,14.98,5.99,,#14592192894039,,,0,0,,,,,0
1976192,http://www.lowes.com/ProductDisplay?partNumber=511272-13543-70633,,1,14.98,5.99,,#14592193861925,,,0,0,,,,,0
1976206,http://www.ebay.com/itm/251494535924?ru=http%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%26_sacat%3D0%26_nkw%3D251494535924%26_rdc%3D1,,1,108.2,0,,#14592198145629,,,0,0,,,,,0
1976208,https://www.chewy.com/dog/petmate-navigator-plastic-kennel/dp/101556,,1,35.99,4.95,,#14592964335949,,,0,0,,,,,0
1976209,http://www.walmart.com/ip/HitchMate-Tire-Step-for-Truck-and-SUV/43038750,,1,35.49,2.95,,#14592201978374,,,0,0,,,,,0
1976304,"http://www.amazon.com/Primos-Catcher-Electronic-Predator-Call/dp/B00I6P8AN0  ",,1,64,0,,#14592204445206,,,0,0,,,,,0
1976306,http://www.amazon.com/Intex-28001E-Auto-Pool-Cleaner/dp/B00GSPHSRO,,1,51.1,0,,#14606478385723,,,0,0,,,,,0
1976311,http://www.amazon.com/Gorilla-Gym-Plastic-Climbing-Swinging/dp/B00FM62YD8,,0,0,0,,#14592208456619,,,0,0,,,,,0
1976313,http://www.walmart.com/ip/44656187,,1,199,0,,#14600174276576,,,0,0,,,,,0
1976427,http://www.amazon.com/Intova-ULTRA-III-Aluminum-Waterproof-Flashlight/dp/B00DXXRCFC,,1,67.2,0,,#14592210499745,,,0,0,,,,,0
1976453,http://www.amazon.com/exec/obidos/ASIN/B0006ZJPJ6,,1,104.99,0,,#14592214351521,,,0,0,,,,,0
1976455,http://www.homedepot.com/p/Leisure-Accents-Gray-5-Piece-Patio-Bistro-Set-LAPTBS-G/100636681,,0,185.39,0,,#14592216063334,,,0,0,,,,,0
1976657,http://www.walmart.com/ip/Mainstays-Light-Filtering-Vertical-Blinds-White/23711748,,1,22.82,4.97,,#14608813099628,,,0,0,,,,,0
1976658,http://www.walmart.com/ip/26-Schwinn-Meridian-Adult-Tricycle-Mint/38423143?action=product_interest&action_type=title&item_id=38423143&placement_id=irs-106-t1&strategy=PWVUB&visitor_id&category=&client_guid=2d640d2c-3096-463a-92fa-76726eb48659&customer_id_,,1,269,0,,#14592221591179,,,0,0,,,,,0
1976662,http://www.homedepot.com/p/RST-Brands-Sol-Sling-3-Piece-Green-Patio-Chaise-Lounge-Set-OP-ALLS3-SOL-BGRN-K/205894435,,1,391.4,0,,#14592223335735,,,0,0,,,,,0
1976663,http://www.walmart.com/ip/16451703?u1=0_6_06b39197-d505-a5c0-a308-94cb1b8fb10d&oid=223073.1&wmlspartner=6jqApO3Y0QE&sourceid=08166876652940664942&affillinktype=10&veh=aff,,1,65,0,,#14592224362831,,,0,0,,,,,0
1976664,http://www.amazon.com/APC-BE550G-Back-UPS-8-outlet-Uninterruptible/dp/B0019804U8,,1,57.34,0,,#14592225309876,,,0,0,,,,,0
1976666,http://www.amazon.com/exec/obidos/ASIN/B00KR5UJP4,,1,74.99,0,,#14592227513943,,,0,0,,,,,0
1976667,http://www.amazon.com/gp/product/B008JALGZQ/ref=ox_sc_act_title_1?ie=UTF8&psc=1&smid=A1A4WAEGJNR9ED,,1,24.99,0,,#14592228755362,,,0,0,,,,,0
1976852,http://www.walmart.com/ip/42424219,Ivory,0,81.89,0,,#14592230956305,,,0,0,,,,,0
1976854,http://www.walmart.com/ip/29-Mongoose-Ledge-3.5-Men-s-Mountain-Bike-White-Red/42248075,,1,199,0,,#14609224007756,,,0,0,,,,,0
1976943,http://www.kmart.com/essential-home-white-bath-cabinet/p-005W025599011004P?sid=KAx20061023x272xTier3&aff=Y&PID=3640578&AID=11042397,,1,35.99,1,,#14592231527878,,,0,0,,,,,0
1976967,http://www.walmart.com/ip/Sauder-Sewing-and-Craft-Table-Multiple-Finishes/15690337,"Amber Pine",1,129.98,0,,#14595491738565,,,0,0,,,,,0
1977525,http://www.walmart.com/ip/L-Shaped-Desk-with-Side-Storage-Multiple-Finishes/20552761,,1,76.49,0,,#14595225281962,,,0,0,,,,,0
1977612,http://www.amazon.com/dp/B005OYC3PC/ref=twister_B006RM0B5O,,1,163,0,,#14592275357157,,,0,0,,,,,0
1977618,http://www.amazon.com/dp/B005OYC3PC,,1,163,0,,#14592315973300,,,0,0,,,,,0
1977619,http://www.walmart.com/ip/13846203,Walmart,0,50,0,,#14595718237987,,,0,0,,,,,0
1977622,http://www.amazon.com/Antique-Silver-Beaded-Small-Stand/dp/B004UG50RS,Amazon,0,29.95,0,,#14592278289075,,,0,0,,,,,0
1977627,http://www.hayneedle.com/product/belham-living-everett-mission-pet-crate-end-table.cfm,Hayneedle,0,185.98,0,,#1459228050409,,,0,0,,,,,0
1977807,http://www.walmart.com/ip/Better-Homes-and-Gardens-3-Piece-Layton-Ridge-Bistro-Set/46797107?action=product_interest&action_type=title&item_id=46797107&placement_id=irs-106-t1&strategy=PWVUB&visitor_id&category=&client_guid=ec948364-596d-4ca0-989d-3a1230bf,,1,199,0,,#14592295907863,,,0,0,,,,,0
1977907,http://www.walmart.com/ip/Better-Homes-and-Gardens-3-Piece-Layton-Ridge-Bistro-Set/46797107?action=product_interest&action_type=title&item_id=46797107&placement_id=irs-106-t1&strategy=PWVUB&visitor_id&category=&client_guid=be4d3398-293e-4e78-ace7-06a6dc92,,1,199,0,,#14592304878265,,,0,0,,,,,0
1978094,http://www.amazon.com/dp/B005G6O9RS/ref=twister_B006RM0B5O?_encoding=UTF8&psc=1&tag=dailydeal0c6-20,,1,72.55,0,,#14592318403185,,,0,0,,,,,0
1978385,,http://www.wayfair.com/Delta-Children-Childrens-Girls-Canopy-for-Toddler-Bed-DEL1711.html,0,0,0,,#14592330023571,,,0,0,,,,,0
1978386,http://www.wayfair.com/Delta-Children-Childrens-Girls-Canopy-for-Toddler-Bed-DEL1711.html,Color,0,39.99,4.99,,#14592330397766,,,0,0,,,,,0
1978389,http://www.wayfair.com/Delta-Children-Childrens-Girls-Canopy-for-Toddler-Bed-DEL1711.html,Purple,1,39.99,4.99,,#14592332593365,,,0,0,,,,,0
1979154,http://www.amazon.com/Wagan-900-Battery-Jumper-Compressor/dp/B00167TYHQ,,1,79.99,0,,#14592441016160,,,0,0,,,,,0
1980634,http://www.overstock.com/Home-Garden/Broadway-Black-2-drawer-Open-Cubbie-Nightstand/2208999/product.html,,1,87.99,0,,#1459247341558,,,0,0,,,,,0
1981712,http://www.amazon.com/Sonicare-DiamondClean-Rechargeable-Electric-Toothbrush/dp/B00YAR7Z70?SubscriptionId=AKIAJZ5RM3DQXSWELRIQ&tag=affiliate-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00YAR7Z70,,1,179.97,5.99,,#14592546263370,,,0,0,,,,,0
1981713,http://www.amazon.com/Sonicare-DiamondClean-Rechargeable-Electric-Toothbrush/dp/B00FS2N3FE?SubscriptionId=AKIAJZ5RM3DQXSWELRIQ&tag=affiliate-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00FS2N3FE,,1,171,5.99,,#14598806809774,,,0,0,,,,,0
1981844,http://www.walmart.com/ip/22138817,,0,0,0,,#14592560008431,,,0,0,,,,,0
1981846,"http://www.wayfair.com/Casual-Home-Pet-Crate-End-Table-I-600-44P-600-24P-CHFL1031.html?piid[]=14138417 ",,1,101.99,0,,#14592560206757,,,0,0,,,,,0
